City of Garland,,,,,,,,,,,,,,,,,,,,,,,,,
,,C1 P2,,,,,,,,,,,,,,,,,,,,,,,
,,C1 P1,,,,Standard Port,bold = Same patch (loopback),,,,,,,,,,,,,,,,,,
,,,,,,Special Port,,,,,,,,,,,,,,,,,,,
,,,,,,EMPTY,,,,,,,,,,,,,,,,,,,
,,,,,,Unplugged Cable,,,,,,,,,,,,,,,,,,,
,,,,,,RE-TEST,,,,,,,,,,,,,,,,,,,
,,Source,,,,Destination,,,,,,,,,,,,,,,,,,,
Type (L1/L2),Physical Location,Device Hostname (Logical),Panel (Physical),Port,,Device Hostname (Logical),Panel (Physical),Port,Notes #1,Notes #2,Labeled?,,,,,,,,,,,,,,
Fiber,Radio Shop,N9K EMIT ISCSI B 1-2,RS P3,B8,,GPD B 1-2,RS P1,8,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,N9K EMIT ISCISI A 1-1,RS P3,B9,,GPD S 1-1,RS P1,22,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,ISCSI EMIT,RS P3,B10,,GPD,RS P1,2,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,B11,,,EMPTY,-,,,,,,,,,,,,,,,,,
Fiber,Radio Shop,N9K EMIT ISCSI B 1-1,RS P3,B12,,GPD A 1-2,CEN LAN SW 02 SFP Port 27,,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,C1,,,RS P1,57,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,C2,,,RS P1,58,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,C3,,,RS P1,81,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,C4,,,RS P1,70,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,EMIT 911 2-1-1,RS P3,C5,,GPD 2-1-1,RS P1,72,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,EMIT 911 1-1-1,RS P3,C6,,GPD 1-1-1,RS P1,71,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,C7,,,RS P1,77,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,C8,,,RS P1,78,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,C9,,,RS P1,79,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,C10,,,RS P1,80,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,C11,,,RS P1,Unplugged,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,C12,,,RS P1,16,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,N9K EMIT ISCSI A 1-4,RS P3,D1,,CH A 1-1,RS P1,45,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,D2,,,RS P1,46,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,D3,,,RS P1,Unplugged,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,N9K EMIT ISCIS B 1-3,RS P3,D4,,CH A 1-2,RS P1,54,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,D5,,,RS P1,43,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,D6,,,RS P1,44,,,Y,,,,,,,,,,,,,,
